transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,property_valuation
21/01/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,2196,Male,66,08/06/1976,Retail,High Net Worth,N,Yes,5
12/01/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,2197,Male,32,16/09/1993,Financial Services,Mass Customer,N,No,7
06/11/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,2198,Male,1,10/01/1998,Property,Affluent Customer,N,Yes,11
11/02/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,2199,Female,89,09/02/1983,Property,High Net Worth,N,Yes,10
17/10/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,2200,Male,23,13/07/1986,,Affluent Customer,N,Yes,9
14/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,2201,Female,56,12/12/1998,Financial Services,Affluent Customer,N,Yes,8
27/06/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",2202,Female,46,19/08/1977,Financial Services,Affluent Customer,N,Yes,5
13/11/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,2203,Male,13,23/12/1998,Health,High Net Worth,N,Yes,8
26/10/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,2204,Female,16,07/09/1967,Entertainment,High Net Worth,N,No,7
01/06/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,2205,U,76,,IT,Mass Customer,N,No,8
14/10/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,2206,Male,60,25/05/1957,Financial Services,Affluent Customer,N,No,5
14/05/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,2207,Female,93,26/01/1979,Manufacturing,Mass Customer,N,Yes,10
16/06/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,2208,Female,59,07/05/1954,,Mass Customer,N,No,7
07/08/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,2209,Male,4,04/08/1993,Health,Affluent Customer,N,Yes,9
06/07/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",2210,Male,16,24/11/1985,Health,High Net Worth,N,No,8
10/08/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,2211,Female,3,27/08/1975,Manufacturing,Mass Customer,N,Yes,6
11/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,2212,Female,22,13/05/1974,Manufacturing,Affluent Customer,N,Yes,7
13/04/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,2213,Female,70,07/05/1996,,Affluent Customer,N,Yes,2
21/07/2017,,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,2214,Male,52,26/03/1957,Manufacturing,High Net Worth,N,Yes,1
14/12/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,2215,Female,50,20/02/1971,Financial Services,Mass Customer,N,Yes,9
29/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,2216,Female,29,02/01/1962,Property,High Net Worth,N,Yes,9
06/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,2217,Male,98,17/10/1981,Financial Services,Mass Customer,N,No,5
15/01/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,2218,Female,94,27/05/1992,Health,Affluent Customer,N,No,6
07/09/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,2219,Male,73,01/03/1982,,High Net Worth,N,Yes,5
24/06/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,2220,Male,35,13/05/1959,Financial Services,Mass Customer,N,Yes,6
11/09/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,2221,Male,80,07/11/1995,Argiculture,Affluent Customer,N,No,4
07/04/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",2222,Female,20,26/08/1974,Financial Services,Mass Customer,N,No,8
22/01/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,2223,Female,38,29/01/1981,Health,Mass Customer,N,No,7
12/01/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,2224,Female,3,18/08/1998,Retail,High Net Worth,N,Yes,3
02/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,2225,Female,45,02/04/1988,Health,Affluent Customer,N,No,8
05/07/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,2226,Female,10,22/07/1955,Entertainment,Mass Customer,N,No,8
13/10/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,2227,Male,45,16/07/1976,Property,Affluent Customer,N,Yes,8
17/02/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",2228,Female,12,09/03/1956,Manufacturing,High Net Worth,N,No,1
22/03/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",2229,Female,76,10/04/1959,Financial Services,Affluent Customer,N,Yes,9
13/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,2230,Female,53,22/12/1977,,Mass Customer,N,No,12
26/02/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,2231,Female,68,25/09/1959,,Mass Customer,N,No,5
15/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,2232,Male,69,07/05/1990,,Mass Customer,N,Yes,5
23/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,2233,Female,49,04/09/1973,,Mass Customer,N,Yes,7
30/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,2234,Male,48,09/09/1986,Manufacturing,Mass Customer,N,No,9
09/03/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,2235,Female,75,02/10/1979,Health,Affluent Customer,N,No,1
06/01/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,2236,Male,0,16/04/1968,Manufacturing,Affluent Customer,N,Yes,7
19/02/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,2237,Female,83,26/06/1969,,Mass Customer,N,Yes,6
14/04/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,2238,Female,96,14/09/1978,Retail,Mass Customer,N,Yes,9
30/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,2239,Female,0,11/01/1960,Property,High Net Worth,N,Yes,8
23/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,2240,Male,4,25/07/1969,Manufacturing,High Net Worth,N,Yes,10
11/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,2241,Male,45,23/02/1975,Financial Services,High Net Worth,N,No,1
24/01/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,2242,Female,25,24/09/1977,,Mass Customer,N,Yes,7
08/06/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,2243,Female,76,28/08/1976,,Affluent Customer,N,Yes,12
22/04/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,2244,Male,97,10/05/1972,Manufacturing,Mass Customer,N,No,12
11/09/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,2245,Female,11,21/04/1980,Argiculture,Mass Customer,N,No,9
31/05/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",2246,Male,16,24/01/1979,,Mass Customer,N,Yes,1
04/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,2247,Female,17,20/01/1995,Retail,High Net Worth,N,Yes,3
22/12/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,2248,Female,33,23/05/1996,Manufacturing,Mass Customer,N,No,7
26/02/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,2249,Female,7,11/11/1996,Financial Services,Mass Customer,N,No,10
16/08/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,2250,Male,72,26/06/1992,Telecommunications,High Net Worth,N,No,8
06/04/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,2251,Male,68,19/08/1959,Property,High Net Worth,N,No,1
09/02/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,2252,U,31,,IT,High Net Worth,N,Yes,9
18/12/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,2253,Female,28,08/02/1959,Manufacturing,Affluent Customer,N,Yes,11
15/02/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,2254,Female,36,21/10/1955,Health,Affluent Customer,N,No,11
24/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",2255,Male,92,11/07/1992,Health,Affluent Customer,N,Yes,5
02/10/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",2256,Female,28,26/02/1978,Retail,Mass Customer,N,No,8
29/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,2257,Male,27,13/10/1977,Entertainment,Mass Customer,N,No,11
31/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",2258,Female,63,21/03/1974,Retail,High Net Worth,N,No,8
25/08/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,2259,Female,83,02/07/1999,,Affluent Customer,N,No,4
05/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,2260,Male,38,09/02/1967,Argiculture,High Net Worth,N,No,6
04/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,2261,Male,81,21/09/1980,Health,Mass Customer,N,Yes,8
17/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,2262,Female,90,21/04/1984,Health,Mass Customer,N,Yes,6
14/04/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,2263,Female,79,06/02/1987,Argiculture,Mass Customer,N,Yes,10
28/02/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,2264,Female,18,17/07/1972,Health,Affluent Customer,N,No,8
28/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,2265,Male,55,29/07/1980,Property,Mass Customer,N,Yes,3
20/11/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,2266,Male,74,11/10/1998,Retail,High Net Worth,N,No,10
02/02/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,2267,Female,78,28/04/1964,,Affluent Customer,N,No,8
31/07/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,2268,Female,66,07/10/1965,Health,Mass Customer,N,No,4
29/04/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,2269,Female,33,11/11/1989,,Mass Customer,N,No,12
17/10/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,2270,Male,50,28/09/1966,Retail,Affluent Customer,N,No,10
12/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,2271,Male,96,26/03/1974,Telecommunications,Mass Customer,N,Yes,2
07/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,2272,Female,82,21/12/1994,Manufacturing,Mass Customer,N,No,10
01/05/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",2273,Female,71,04/08/1964,,Mass Customer,N,Yes,4
20/03/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,2274,Female,15,26/11/1979,Manufacturing,Mass Customer,N,Yes,4
26/11/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,2275,Female,77,19/07/1992,Financial Services,High Net Worth,N,Yes,9
01/01/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,2276,Female,90,06/10/1985,,Mass Customer,N,Yes,1
02/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,2277,Female,44,22/08/1963,Financial Services,High Net Worth,N,Yes,1
23/07/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,2278,Male,11,25/09/1977,Health,Affluent Customer,N,Yes,4
26/04/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,2279,Male,42,19/03/1979,Health,Mass Customer,N,No,2
07/12/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,2280,Female,93,18/11/1960,,Mass Customer,N,No,1
25/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,2281,Female,56,10/05/1989,,High Net Worth,N,Yes,6
10/01/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,2282,Male,81,25/02/1957,Financial Services,Affluent Customer,N,Yes,3
21/02/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,2283,Male,44,08/02/1954,,High Net Worth,N,No,7
21/04/2017,,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",2284,Female,83,16/02/1974,Telecommunications,High Net Worth,N,No,1
30/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,2285,Female,71,27/10/1973,Health,High Net Worth,N,No,1
11/03/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,2286,Female,20,02/06/1995,Manufacturing,High Net Worth,N,No,3
31/10/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,2287,Female,53,22/04/1974,Telecommunications,High Net Worth,N,No,1
23/03/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,2288,Male,63,04/05/1964,Manufacturing,High Net Worth,N,No,9
16/11/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,2289,Female,97,25/09/1980,Health,Affluent Customer,N,Yes,1
02/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,2290,Male,18,10/03/1981,Manufacturing,Mass Customer,N,Yes,5
03/03/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,2291,Male,67,13/04/1971,Manufacturing,Affluent Customer,N,Yes,12
01/12/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,2292,Female,17,02/06/1998,Health,Mass Customer,N,Yes,9
06/01/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,2293,Female,70,07/03/1958,Financial Services,Affluent Customer,N,No,10
29/11/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,2294,Male,25,16/06/1987,Manufacturing,Mass Customer,N,No,4
15/04/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,2295,U,35,,IT,Mass Customer,N,Yes,10
15/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,2296,Female,16,01/01/2002,Retail,Affluent Customer,N,No,8
04/12/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,2297,Female,16,27/11/1971,Manufacturing,Affluent Customer,N,Yes,10
11/10/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,2298,Male,64,28/10/1997,Property,Mass Customer,N,Yes,8
11/09/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",2299,Male,11,21/10/1986,Property,High Net Worth,N,Yes,12
17/08/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,2300,Male,20,26/09/1998,Financial Services,Mass Customer,N,Yes,8
14/06/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",2301,Male,66,30/10/1966,Financial Services,Mass Customer,N,Yes,10
20/04/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",2302,Female,43,09/01/1999,Retail,Mass Customer,N,Yes,9
22/04/2017,FALSE,Approved,,,,,1021.43,,2303,Male,22,13/04/1993,Retail,Mass Customer,N,Yes,8
09/04/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",2304,Female,65,01/06/1957,,Mass Customer,N,Yes,9
06/07/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,2305,Female,91,09/07/1984,Financial Services,Affluent Customer,N,Yes,5
07/06/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",2306,Female,98,19/04/1960,Financial Services,High Net Worth,N,Yes,12
02/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",2307,Female,57,28/06/1978,Retail,High Net Worth,N,Yes,10
01/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,2308,Female,52,19/03/1963,Financial Services,Mass Customer,N,Yes,2
12/02/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,2309,Male,40,13/01/1985,Manufacturing,Affluent Customer,N,No,1
10/05/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,2310,Male,12,10/02/1970,,High Net Worth,N,Yes,3
17/08/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,2311,Female,49,15/02/1989,Health,Mass Customer,N,No,7
15/11/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,2312,Female,72,10/08/1979,Manufacturing,Mass Customer,N,No,6
14/08/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,2313,Female,54,10/07/1966,Manufacturing,Mass Customer,N,No,9
29/07/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,2314,Male,59,22/12/1993,Health,High Net Worth,N,Yes,10
24/02/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,2315,Male,25,01/03/1994,Financial Services,Affluent Customer,N,No,9
09/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,2316,Male,79,21/03/1978,Financial Services,Affluent Customer,N,Yes,11
02/07/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,2317,Male,97,07/12/1976,Health,Mass Customer,N,Yes,3
08/09/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,2318,Female,30,01/03/1988,Manufacturing,Mass Customer,N,Yes,10
15/11/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,2319,Male,63,03/05/1985,Entertainment,High Net Worth,N,No,7
11/08/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,2320,Female,14,21/12/1965,Manufacturing,Affluent Customer,N,No,5
10/09/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,2321,Female,27,25/03/1980,Manufacturing,Mass Customer,N,Yes,8
27/02/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,2322,Male,72,24/05/1992,Health,Mass Customer,N,Yes,11
19/03/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,2323,Male,2,30/04/1988,Property,High Net Worth,N,No,10
04/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,2324,Male,44,05/08/1966,Manufacturing,Mass Customer,N,Yes,8
23/01/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",2325,Male,50,06/01/1964,Retail,High Net Worth,N,Yes,6
01/05/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,2326,Male,64,22/06/1966,Retail,High Net Worth,N,No,8
19/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,2327,Female,19,05/04/1963,,Affluent Customer,N,No,8
12/07/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,2328,Male,63,03/06/1986,Health,Mass Customer,N,Yes,6
02/10/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,2329,Female,7,19/12/1957,IT,Affluent Customer,N,No,10
14/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,2330,Female,5,17/01/1990,Property,Mass Customer,N,No,10
28/07/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",2331,Female,48,11/04/1963,Financial Services,Mass Customer,N,Yes,9
11/01/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,2332,Male,99,20/04/1977,Property,High Net Worth,N,Yes,8
14/01/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,2333,Male,82,19/04/1966,Financial Services,Mass Customer,N,Yes,6
06/07/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,2334,Male,30,16/03/1996,Health,Affluent Customer,N,No,5
18/05/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,2335,U,42,,IT,Mass Customer,N,No,10
24/03/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,2336,Male,59,19/01/1978,Health,Affluent Customer,N,No,7
21/03/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",2337,Female,47,11/01/2000,Health,Mass Customer,N,No,9
10/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,2338,Female,13,28/11/1986,Manufacturing,Mass Customer,N,No,9
27/06/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,2339,Male,3,28/12/1958,Property,Affluent Customer,N,Yes,5
15/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",2340,Male,33,29/03/1978,Health,Mass Customer,N,Yes,10
12/11/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,2341,U,41,,IT,Mass Customer,N,Yes,8
06/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,2342,Female,87,17/09/1999,,Mass Customer,N,No,12
31/05/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,2343,Male,6,24/03/1959,Argiculture,High Net Worth,N,Yes,12
30/07/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,2344,Male,93,04/03/1993,Financial Services,Mass Customer,N,Yes,8
22/10/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,2345,Female,50,15/07/1986,Retail,Affluent Customer,N,Yes,1
20/01/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,2346,Male,89,16/09/1979,,Mass Customer,N,Yes,10
24/02/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,2347,Female,79,04/03/1957,,High Net Worth,N,No,10
23/07/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,2348,Female,2,07/11/1957,Manufacturing,Mass Customer,N,No,10
30/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,2349,Female,23,05/03/1979,Telecommunications,High Net Worth,N,No,6
30/04/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,2350,Female,32,17/03/1959,,Mass Customer,N,Yes,8
27/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,2351,Female,35,15/03/1992,Retail,Affluent Customer,N,Yes,8
21/07/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,2352,Female,76,22/10/1971,,Mass Customer,N,Yes,7
19/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,2353,Male,93,27/12/1978,Health,Affluent Customer,N,Yes,12
04/03/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,2354,Female,99,19/12/1958,Retail,Mass Customer,N,No,2
08/05/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,2355,Male,87,19/12/1993,Manufacturing,Mass Customer,N,Yes,3
10/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,2356,Female,58,17/12/1994,Manufacturing,Affluent Customer,N,No,10
25/12/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,2357,Female,39,15/10/1962,Manufacturing,Mass Customer,N,No,7
07/01/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,2358,Male,26,01/05/1959,Retail,High Net Worth,N,Yes,9
03/09/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,2359,Female,80,25/03/1986,Property,High Net Worth,N,Yes,9
08/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,2360,Female,0,03/11/1974,Financial Services,High Net Worth,N,Yes,9
24/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,2361,Female,55,28/11/1954,,High Net Worth,N,Yes,6
03/09/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",2362,Male,49,05/06/1972,Financial Services,Affluent Customer,N,Yes,9
08/02/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,2363,Male,92,30/12/1983,Entertainment,Mass Customer,N,Yes,10
05/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,2364,Male,19,22/09/1995,,Mass Customer,N,Yes,5
12/07/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",2365,Female,2,18/10/1998,Argiculture,Mass Customer,N,Yes,5
23/07/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,2366,Female,51,15/06/1975,Health,Mass Customer,N,Yes,10
25/11/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,2367,Male,40,22/05/1957,Manufacturing,Mass Customer,N,Yes,10
03/03/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,2368,Female,98,22/01/1993,Manufacturing,Mass Customer,N,No,12
04/03/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,2369,Female,80,28/10/1996,Financial Services,Mass Customer,N,Yes,7
01/04/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,2370,Female,35,19/03/1996,Property,High Net Worth,N,No,9
23/07/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,2371,Female,22,18/11/1966,Manufacturing,High Net Worth,N,Yes,8
15/10/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,2372,Male,14,10/09/1977,Health,Affluent Customer,N,No,9
26/04/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,2373,Female,51,22/05/1982,Manufacturing,High Net Worth,N,Yes,11
01/05/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,2374,Male,6,15/06/1993,Financial Services,Mass Customer,N,No,10
08/07/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,2375,Female,21,17/03/1987,Retail,Affluent Customer,N,No,10
10/04/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,2376,Female,84,23/10/1958,,High Net Worth,N,Yes,10
25/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,2377,Female,29,02/10/1998,IT,High Net Worth,N,No,9
