Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Promo Code Used,Previous Purchases,Frequency of Purchases
37,1,23,3,66,2,4.4,0,1,11,3
69,1,23,3,89,1,4.0,0,1,41,4
66,1,9,3,55,2,3.6,0,1,46,3
37,1,19,3,42,1,3.2,0,1,9,1
63,1,7,0,52,2,3.1,0,1,37,2
47,1,4,2,92,3,4.2,0,1,13,0
26,1,14,0,56,1,3.0,0,1,24,2
68,1,11,0,96,3,4.2,0,1,47,3
51,1,18,0,64,3,2.9,0,1,21,3
48,1,11,0,48,3,3.7,0,1,22,1
60,1,21,0,83,1,3.6,0,1,16,3
68,1,19,3,91,1,3.6,0,1,37,1
25,1,22,3,94,2,4.5,0,1,3,4
57,1,12,0,62,0,3.2,0,1,33,1
41,1,21,0,55,0,3.9,0,1,15,4
59,1,8,1,68,0,4.6,0,1,42,1
44,1,17,3,76,3,2.5,0,1,42,1
42,1,22,3,31,3,4.3,0,1,19,1
35,1,23,3,81,0,4.1,0,1,26,3
36,1,11,0,83,3,4.6,0,1,39,3
54,1,12,0,21,0,4.8,0,1,24,2
37,1,11,0,22,0,4.9,0,1,23,4
20,1,18,0,33,1,2.8,0,1,44,4
23,1,12,0,23,0,4.9,0,1,34,2
61,1,7,0,96,1,3.5,0,1,43,3
37,1,17,3,21,0,3.8,0,1,45,3
23,1,14,0,39,0,4.5,0,1,4,0
63,1,23,3,73,2,3.4,0,1,19,4
47,1,3,0,64,0,3.9,0,1,29,2
63,1,3,0,68,1,4.1,0,1,27,4
56,1,20,3,89,2,3.0,0,1,37,3
68,1,1,0,29,1,3.3,0,1,11,0
64,1,6,0,97,1,4.9,0,1,28,4
62,1,6,0,45,3,4.3,0,1,31,0
34,1,18,0,70,3,4.1,0,1,50,3
49,1,8,1,56,1,4.0,0,1,42,3
40,1,15,1,55,2,5.0,0,1,18,1
50,1,16,0,46,3,3.1,0,1,6,1
25,1,19,3,95,3,4.0,0,1,33,2
30,1,23,3,88,3,3.2,0,1,13,1
54,1,5,2,92,2,3.9,0,1,26,4
40,1,21,0,49,1,3.9,0,1,17,4
49,1,4,2,89,2,4.5,0,1,3,0
27,1,8,1,22,3,4.4,0,1,7,0
27,1,10,2,61,1,3.1,0,1,46,1
48,1,19,3,29,0,2.9,0,1,14,3
40,1,5,2,82,3,3.7,0,1,23,4
67,1,23,3,94,0,3.2,0,1,20,3
52,1,9,3,99,0,3.5,0,1,38,1
22,1,9,3,59,2,3.0,0,1,16,3
62,1,24,2,90,1,4.1,0,1,48,3
20,1,24,2,100,3,2.9,0,1,8,4
41,1,14,0,62,3,3.8,0,1,16,2
34,1,13,3,78,2,4.1,0,1,5,3
23,1,16,0,94,0,4.6,0,1,14,3
32,1,10,2,74,1,2.5,0,1,18,0
68,1,9,3,52,0,3.7,0,1,14,3
30,1,15,1,81,2,3.8,0,1,5,3
66,1,1,0,20,3,2.6,0,1,15,3
62,1,14,0,32,1,3.7,0,1,3,3
50,1,24,2,63,2,2.6,0,1,12,3
55,1,24,2,79,0,3.1,0,1,43,3
19,1,2,0,23,3,2.5,0,1,35,1
67,1,25,3,64,3,4.9,0,1,36,3
18,1,21,0,69,3,4.5,0,1,3,3
58,1,3,0,69,2,3.4,0,1,27,4
69,1,14,0,24,3,3.9,0,1,21,0
62,1,7,0,50,1,3.7,0,1,18,0
28,1,25,3,97,2,2.6,0,1,16,0
53,1,4,2,91,2,3.4,0,1,18,1
27,1,1,0,37,0,4.9,0,1,19,1
55,1,15,1,55,3,3.9,0,1,1,4
34,1,17,3,52,3,3.6,0,1,39,4
25,1,20,3,80,0,4.6,0,1,49,2
66,1,21,0,79,0,4.0,0,1,43,1
57,1,9,3,23,1,3.6,0,1,31,3
46,1,14,0,73,3,3.5,0,1,40,3
38,1,25,3,99,2,4.1,0,1,2,1
23,1,2,0,22,0,3.0,0,1,46,3
42,1,20,3,68,1,4.4,0,1,35,3
25,1,11,0,92,0,4.4,0,1,42,3
55,1,14,0,77,3,3.7,0,1,3,1
62,1,8,1,37,0,4.8,0,1,32,3
41,1,19,3,79,3,2.9,0,1,48,4
58,1,16,0,51,3,3.1,0,1,34,0
56,1,21,0,27,1,4.0,0,1,15,3
25,1,1,0,23,0,3.0,0,1,22,4
70,1,21,0,76,1,3.9,0,1,2,2
42,1,11,0,31,2,3.4,0,1,30,0
27,1,16,0,60,3,2.7,0,1,27,2
65,1,18,0,99,0,3.5,0,1,18,1
62,1,20,3,37,3,3.0,0,1,8,4
62,1,24,2,50,3,4.5,0,1,48,1
52,1,3,0,26,3,4.1,0,1,24,2
56,1,7,0,86,0,5.0,0,1,43,2
28,1,4,2,41,2,4.0,0,1,8,3
39,1,4,2,23,3,4.9,0,1,49,4
54,1,5,2,56,0,3.3,0,1,2,1
30,1,20,3,68,2,4.1,0,1,38,1
45,1,8,1,48,3,3.6,0,1,4,1
68,1,11,0,67,0,3.0,0,1,31,3
47,1,24,2,87,0,4.1,0,1,34,3
68,1,12,0,64,2,3.9,0,1,45,2
63,1,6,0,93,0,4.1,0,1,30,3
20,1,6,0,29,1,2.8,0,1,2,1
29,1,24,2,62,3,4.8,0,1,44,2
41,1,16,0,70,3,4.6,0,1,1,1
52,1,2,0,92,3,2.5,0,1,1,1
32,1,6,0,79,0,2.7,0,1,27,0
20,1,1,0,31,2,4.0,0,1,14,3
47,1,18,0,83,0,2.7,0,1,41,0
23,1,15,1,88,3,2.9,0,1,25,1
43,1,17,3,53,0,3.0,0,1,47,3
67,1,16,0,98,2,3.3,0,1,20,4
70,1,17,3,57,0,4.3,0,1,42,4
35,1,4,2,80,3,4.4,0,1,16,2
41,1,3,0,29,0,4.1,0,1,32,3
54,1,20,3,73,0,3.1,0,1,37,3
55,1,2,0,32,2,4.5,0,1,1,2
51,1,24,2,68,0,4.8,0,1,37,0
19,1,1,0,97,0,5.0,0,1,5,3
28,1,7,0,98,2,2.8,0,1,31,1
63,1,16,0,56,2,3.7,0,1,18,4
30,1,14,0,78,3,4.4,0,1,39,3
29,1,23,3,81,0,4.5,0,1,8,1
24,1,6,0,68,3,3.0,0,1,20,2
69,1,6,0,94,3,3.9,0,1,23,3
65,1,11,0,93,0,3.9,0,1,38,1
64,1,25,3,99,2,3.5,0,1,45,1
40,1,25,3,49,3,4.9,0,1,44,1
24,1,3,0,28,3,3.4,0,1,20,2
66,1,23,3,93,3,4.1,0,1,34,1
35,1,15,1,24,2,2.9,0,1,10,0
67,1,12,0,35,0,3.4,0,1,3,4
69,1,4,2,68,0,3.2,0,1,23,1
26,1,23,3,61,1,3.9,0,1,42,4
23,1,2,0,74,2,4.1,0,1,30,4
27,1,6,0,64,1,4.5,0,1,21,3
30,1,5,2,60,2,2.8,0,1,50,0
48,1,3,0,29,0,2.8,0,1,16,1
44,1,4,2,85,1,4.6,0,1,32,4
29,1,14,0,81,1,3.0,0,1,14,1
29,1,23,3,23,2,3.6,0,1,42,1
67,1,18,0,100,0,4.5,0,1,47,3
42,1,6,0,54,2,5.0,0,1,21,0
23,1,5,2,25,2,2.9,0,1,37,2
34,1,1,0,32,1,3.1,0,1,10,4
64,1,22,3,63,0,4.0,0,1,18,3
31,1,14,0,56,0,4.5,0,1,2,3
54,1,2,0,33,3,4.5,0,1,40,4
23,1,8,1,32,1,3.1,0,1,43,4
59,1,11,0,38,1,4.4,0,1,14,3
32,1,1,0,21,1,4.7,0,1,41,3
43,1,16,0,59,3,3.1,0,1,38,3
32,1,10,2,87,2,4.2,0,1,12,4
66,1,18,0,79,3,3.0,0,1,19,2
70,1,10,2,28,1,2.6,0,1,23,1
42,1,24,2,67,1,3.4,0,1,49,4
56,1,7,0,75,0,4.2,0,1,29,3
28,1,23,3,32,0,4.6,0,1,14,1
28,1,14,0,43,0,2.8,0,1,19,2
52,1,7,0,93,0,2.7,0,1,19,1
65,1,13,3,24,0,4.0,0,1,48,0
56,1,20,3,31,2,3.1,0,1,19,4
59,1,18,0,84,3,3.7,0,1,45,3
23,1,14,0,74,3,4.0,0,1,17,3
58,1,7,0,62,0,4.6,0,1,15,3
39,1,17,3,77,1,3.8,0,1,11,1
28,1,22,3,73,1,3.5,0,1,1,2
40,1,10,2,50,0,4.6,0,1,17,2
52,1,8,1,40,3,2.8,0,1,37,0
37,1,2,0,97,3,3.7,0,1,40,0
70,1,25,3,63,2,3.3,0,1,50,3
30,1,9,3,65,2,2.9,0,1,20,1
38,1,21,0,91,0,3.2,0,1,8,1
66,1,16,0,60,0,4.3,0,1,16,3
29,1,14,0,69,3,2.7,0,1,9,3
46,1,8,1,52,0,4.2,0,1,12,2
56,1,24,2,49,2,4.8,0,1,26,0
23,1,5,2,85,0,4.8,0,1,44,1
37,1,2,0,86,0,3.4,0,1,19,1
56,1,9,3,51,3,2.6,0,1,43,1
36,1,23,3,56,3,5.0,0,1,5,3
40,1,23,3,72,2,4.4,0,1,5,3
26,1,16,0,27,2,2.9,0,1,31,3
57,1,13,3,43,1,3.4,0,1,11,2
68,1,5,2,56,0,3.4,0,1,34,2
56,1,18,0,37,2,4.9,0,1,14,4
40,1,11,0,21,2,3.6,0,1,42,0
44,1,16,0,91,3,3.0,0,1,15,1
44,1,2,0,95,1,3.9,0,1,47,2
19,1,23,3,54,0,3.2,0,1,23,1
21,1,21,0,36,0,3.2,0,1,23,1
31,1,13,3,71,2,4.3,0,1,1,3
30,1,8,1,31,1,2.8,0,1,28,3
65,1,20,3,89,0,4.5,0,1,37,1
39,1,14,0,83,3,4.1,0,1,4,3
64,1,22,3,42,0,3.6,0,1,21,3
59,1,7,0,91,1,3.0,0,1,50,1
49,1,15,1,61,0,4.0,0,1,34,4
24,1,22,3,66,1,3.5,0,1,20,3
19,1,19,3,22,0,2.5,0,1,25,3
27,1,16,0,68,3,4.3,0,1,26,1
56,1,12,0,43,2,2.8,0,1,4,4
49,1,11,0,32,2,3.7,0,1,39,2
41,1,8,1,46,2,4.3,0,1,29,0
36,1,1,0,90,1,4.0,0,1,47,3
68,1,20,3,75,2,4.7,0,1,5,3
28,1,9,3,69,3,4.5,0,1,18,1
45,1,23,3,40,2,3.1,0,1,10,1
60,1,23,3,63,2,3.8,0,1,25,3
21,1,6,0,36,1,4.9,0,1,2,0
32,1,10,2,75,3,3.2,0,1,48,1
27,1,19,3,67,1,2.9,0,1,41,3
40,1,14,0,64,0,2.8,0,1,42,2
64,1,1,0,61,2,4.0,0,1,44,1
18,1,25,3,40,3,2.6,0,1,6,3
22,1,9,3,97,2,2.7,0,1,5,3
42,1,5,2,31,0,4.1,0,1,8,4
57,1,4,2,65,0,5.0,0,1,24,4
33,1,13,3,54,0,3.0,0,1,42,2
37,1,15,1,49,2,3.6,0,1,24,0
21,1,18,0,64,2,2.8,0,1,38,1
51,1,5,2,35,3,4.6,0,1,41,1
30,1,10,2,86,3,2.9,0,1,48,3
68,1,15,1,55,3,4.8,0,1,16,3
36,1,19,3,58,0,3.3,0,1,4,2
46,1,5,2,96,2,4.6,0,1,8,0
41,1,17,3,64,2,2.6,0,1,1,1
68,1,15,1,56,2,4.0,0,1,4,3
21,1,1,0,85,3,3.8,0,1,20,2
62,1,11,0,23,0,3.9,0,1,40,3
59,1,19,3,72,2,2.6,0,1,8,1
25,1,20,3,38,1,4.3,0,1,42,0
53,1,1,0,29,3,3.6,0,1,38,4
31,1,25,3,46,0,4.2,0,1,34,3
46,1,25,3,58,0,3.9,0,1,14,1
26,1,8,1,43,2,4.7,0,1,39,0
47,1,19,3,32,0,2.8,0,1,40,1
37,1,14,0,30,3,3.0,0,1,49,2
55,1,13,3,67,1,4.7,0,1,33,4
30,1,11,0,45,1,2.5,0,1,25,0
19,1,20,3,81,3,3.1,0,1,48,4
36,1,22,3,23,2,3.6,0,1,22,3
23,1,4,2,59,2,3.5,0,1,1,0
62,1,13,3,21,1,3.1,0,1,47,2
26,1,22,3,20,0,3.6,0,1,20,1
36,1,17,3,28,3,3.5,0,1,10,0
33,1,21,0,100,3,2.7,0,1,39,2
32,1,6,0,46,0,3.6,0,1,15,2
56,1,9,3,61,0,4.5,0,1,11,4
58,1,1,0,58,3,4.1,0,1,38,0
34,1,22,3,50,0,4.2,0,1,41,1
61,1,20,3,93,1,4.0,0,1,18,4
48,1,12,0,24,1,2.8,0,1,13,3
25,1,7,0,100,1,2.6,0,1,43,4
51,1,1,0,79,2,2.7,0,1,12,3
29,1,21,0,51,1,4.5,0,1,3,1
54,1,23,3,90,3,3.7,0,1,12,3
48,1,24,2,56,1,3.4,0,1,46,3
62,1,7,0,25,0,4.6,0,1,21,1
18,1,6,0,75,1,4.1,0,1,23,3
43,1,9,3,75,1,2.6,0,1,4,3
22,1,3,0,53,1,4.6,0,1,45,3
68,1,11,0,100,0,3.0,0,1,24,1
44,1,11,0,27,2,3.4,0,1,3,1
51,1,4,2,60,2,3.5,0,1,12,3
66,1,15,1,23,2,3.5,0,1,34,3
59,1,8,1,40,3,3.7,0,1,39,4
60,1,14,0,38,1,4.8,0,1,35,3
31,1,22,3,90,1,4.9,0,1,8,4
20,1,1,0,97,1,4.9,0,1,42,3
24,1,12,0,38,2,4.7,0,1,6,3
48,1,4,2,30,1,4.9,0,1,3,1
39,1,14,0,88,2,2.9,0,1,29,3
34,1,20,3,33,3,4.4,0,1,32,3
70,1,16,0,60,3,3.2,0,1,45,0
59,1,2,0,64,1,4.6,0,1,21,1
45,1,19,3,95,2,4.0,0,1,41,0
35,1,5,2,83,3,3.7,0,1,23,1
69,1,24,2,97,3,4.2,0,1,14,4
58,1,8,1,38,0,2.9,0,1,24,2
25,1,24,2,48,1,4.8,0,1,25,1
27,1,4,2,76,0,4.4,0,1,13,2
34,1,14,0,25,1,3.4,0,1,3,3
53,1,16,0,92,0,2.8,0,1,42,4
58,1,4,2,47,2,4.2,0,1,2,2
32,1,2,0,36,2,3.8,0,1,26,3
64,1,23,3,51,2,3.1,0,1,24,4
63,1,3,0,35,1,3.2,0,1,6,3
23,1,16,0,57,1,3.0,0,1,25,2
64,1,24,2,95,1,3.6,0,1,11,3
18,1,21,0,41,3,2.5,0,1,20,3
25,1,11,0,44,3,3.4,0,1,25,3
54,1,15,1,34,2,2.5,0,1,35,3
60,1,15,1,25,0,4.7,0,1,11,3
36,1,24,2,93,3,3.2,0,1,41,1
66,1,5,2,50,3,2.9,0,1,17,4
60,1,14,0,79,2,4.9,0,1,1,3
59,1,8,1,100,0,2.7,0,1,30,3
58,1,6,0,57,0,4.7,0,1,47,1
35,1,2,0,28,0,2.9,0,1,34,0
20,1,10,2,35,3,4.8,0,1,18,1
70,1,24,2,85,2,4.6,0,1,33,1
54,1,13,3,95,1,5.0,0,1,42,3
38,1,5,2,90,1,4.8,0,1,2,3
54,1,17,3,49,1,4.9,0,1,1,2
33,1,23,3,92,3,4.6,0,1,23,3
46,1,25,3,72,3,3.9,0,1,42,1
58,1,7,0,71,1,4.5,0,1,3,4
30,1,17,3,27,3,4.7,0,1,16,1
42,1,25,3,39,2,3.9,0,1,46,1
28,1,17,3,98,3,4.4,0,1,31,3
43,1,4,2,27,0,3.9,0,1,15,3
31,1,17,3,71,0,2.8,0,1,48,3
39,1,20,3,24,0,3.5,0,1,11,0
69,1,7,0,63,2,4.3,0,1,20,3
31,1,2,0,72,2,3.9,0,1,6,2
44,1,1,0,61,0,4.0,0,1,24,2
39,1,20,3,56,2,4.1,0,1,18,2
24,1,23,3,32,1,4.3,0,1,1,3
28,1,25,3,23,1,4.2,0,1,13,1
48,1,8,1,100,0,4.0,0,1,2,0
39,1,17,3,74,2,3.6,0,1,26,3
64,1,12,0,33,0,3.3,0,1,31,3
28,1,25,3,67,0,4.1,0,1,43,0
39,1,17,3,61,1,4.7,0,1,12,1
49,1,7,0,46,1,4.4,0,1,22,3
22,1,25,3,56,0,3.4,0,1,3,1
25,1,5,2,73,0,5.0,0,1,23,3
40,1,12,0,44,1,4.6,0,1,26,4
23,1,20,3,44,3,4.0,0,1,37,0
24,1,17,3,26,1,4.1,0,1,42,3
66,1,5,2,52,0,4.9,0,1,15,1
27,1,6,0,54,1,2.7,0,1,10,3
62,1,15,1,38,1,4.5,0,1,3,3
70,1,23,3,44,2,2.7,0,1,44,3
43,1,18,0,76,0,3.0,0,1,23,1
45,1,17,3,23,3,4.5,0,1,6,0
63,1,18,0,98,3,5.0,0,1,9,1
69,1,15,1,33,0,3.8,0,1,16,3
59,1,2,0,32,1,3.1,0,1,46,1
19,1,24,2,85,2,3.4,0,1,24,3
63,1,3,0,69,1,4.8,0,1,22,2
37,1,3,0,55,0,2.7,0,1,13,3
37,1,14,0,66,1,3.2,0,1,20,1
50,1,15,1,30,2,3.9,0,1,46,3
60,1,15,1,80,3,4.2,0,1,10,2
46,1,23,3,20,1,3.0,0,1,39,2
35,1,6,0,30,2,3.0,0,1,44,3
66,1,11,0,86,3,3.7,0,1,7,4
35,1,1,0,84,0,4.4,0,1,3,3
20,1,11,0,54,1,4.6,0,1,44,4
55,1,1,0,30,2,3.0,0,1,31,4
34,1,11,0,91,3,3.6,0,1,48,0
60,1,5,2,23,3,3.9,0,1,18,1
22,1,21,0,35,0,4.1,0,1,27,2
26,1,10,2,90,3,3.9,0,1,1,0
39,1,3,0,93,2,3.9,0,1,34,0
20,1,3,0,68,3,4.5,0,1,5,1
57,1,25,3,41,0,3.4,0,1,12,3
68,1,23,3,73,3,4.1,0,1,14,1
50,1,13,3,73,2,4.9,0,1,40,0
21,1,20,3,66,1,4.4,0,1,39,3
29,1,22,3,59,1,2.7,0,1,50,0
38,1,7,0,72,0,4.8,0,1,5,2
54,1,21,0,88,1,3.3,0,1,35,4
22,1,21,0,76,1,4.4,0,1,6,1
29,1,23,3,31,3,4.6,0,1,22,1
41,1,15,1,22,1,3.1,0,1,27,2
26,1,20,3,75,2,4.5,0,1,33,1
69,1,18,0,75,0,4.0,0,1,47,1
20,1,22,3,63,3,3.1,0,1,48,1
59,1,8,1,21,0,3.9,0,1,22,3
63,1,22,3,83,0,4.5,0,1,8,1
68,1,15,1,46,3,4.4,0,1,5,3
50,1,10,2,59,1,3.6,0,1,16,3
55,1,1,0,66,1,3.4,0,1,26,1
36,1,4,2,74,2,4.0,0,1,8,2
18,1,13,3,82,1,2.6,0,1,17,3
68,1,10,2,89,0,3.2,0,1,50,4
56,1,11,0,65,2,3.2,0,1,22,1
32,1,23,3,55,0,5.0,0,1,19,3
28,1,7,0,95,3,2.9,0,1,14,2
24,1,9,3,77,3,2.9,0,1,35,1
59,1,1,0,44,3,3.5,0,1,43,0
56,1,3,0,89,2,4.0,0,1,24,4
30,1,17,3,24,0,3.9,0,1,17,1
48,1,23,3,43,3,4.9,0,1,49,4
60,1,5,2,51,1,3.8,0,1,17,4
46,1,20,3,46,1,3.5,0,1,40,3
69,1,11,0,32,1,3.7,0,1,43,0
19,1,5,2,55,0,2.9,0,1,19,3
66,1,13,3,26,1,2.8,0,1,40,3
64,1,9,3,29,1,3.7,0,1,13,2
54,1,1,0,49,0,3.0,0,1,20,2
27,1,1,0,45,0,4.8,0,1,21,3
64,1,7,0,48,3,2.7,0,1,18,1
43,1,7,0,47,3,4.5,0,1,44,3
43,1,16,0,57,2,2.7,0,1,26,3
27,1,22,3,34,2,3.5,0,1,34,3
35,1,13,3,75,2,3.5,0,1,24,3
43,1,19,3,94,2,4.5,0,1,23,1
57,1,20,3,84,3,3.8,0,1,3,0
50,1,19,3,38,1,3.8,0,1,2,3
37,1,19,3,75,3,3.2,0,1,23,1
68,1,14,0,44,2,4.3,0,1,8,0
22,1,22,3,33,1,4.5,0,1,30,3
58,1,13,3,93,2,4.2,0,1,48,4
48,1,5,2,99,3,3.0,0,1,21,1
30,1,22,3,33,0,4.1,0,1,9,2
51,1,5,2,76,0,4.6,0,1,8,2
20,1,12,0,63,1,2.9,0,1,29,0
30,1,14,0,41,3,4.8,0,1,3,3
28,1,17,3,88,3,4.5,0,1,11,1
37,1,12,0,92,1,3.4,0,1,16,2
36,1,18,0,31,1,4.3,0,1,25,0
18,1,12,0,25,0,4.2,0,1,32,1
52,1,6,0,28,0,3.6,0,1,28,1
56,1,11,0,75,0,3.7,0,1,36,2
68,1,24,2,34,0,4.0,0,1,7,1
62,1,14,0,97,3,4.9,0,1,2,3
35,1,15,1,80,1,3.1,0,1,6,2
65,1,5,2,71,1,3.7,0,1,30,4
69,1,17,3,77,2,4.2,0,1,46,3
28,1,23,3,41,0,2.5,0,1,39,2
37,1,19,3,92,1,4.3,0,1,8,4
41,1,1,0,95,0,3.1,0,1,46,3
37,1,2,0,25,2,3.0,0,1,40,1
25,1,24,2,77,2,4.0,0,1,21,0
41,1,21,0,99,1,3.5,0,1,33,1
48,1,23,3,24,3,3.2,0,1,3,2
42,1,5,2,72,1,2.7,0,1,48,0
54,1,3,0,80,3,3.0,0,1,8,4
18,1,12,0,100,3,2.9,0,1,24,4
56,1,10,2,83,1,3.3,0,1,10,3
61,1,11,0,95,0,4.9,0,1,25,2
40,1,9,3,41,1,3.7,0,1,3,1
34,1,22,3,35,0,3.5,0,1,45,1
42,1,17,3,30,2,4.7,0,1,15,2
43,1,20,3,21,3,2.6,0,1,34,3
47,1,17,3,85,2,4.1,0,1,21,1
48,1,6,0,54,3,2.8,0,1,22,1
20,1,24,2,26,0,4.7,0,1,24,0
65,1,6,0,59,0,2.9,0,1,33,2
54,1,13,3,48,3,2.8,0,1,13,1
23,1,7,0,98,1,4.3,0,1,17,1
18,1,2,0,92,1,4.8,0,1,25,3
70,1,23,3,46,3,3.4,0,1,15,1
55,1,18,0,21,0,4.3,0,1,4,1
49,1,7,0,72,2,2.7,0,1,43,3
26,1,4,2,58,2,4.6,0,1,12,1
33,1,6,0,93,2,4.1,0,1,3,2
20,1,21,0,31,0,3.4,0,1,1,4
41,1,14,0,26,3,4.5,0,1,6,2
18,1,12,0,68,1,4.4,0,1,26,2
26,1,17,3,31,1,4.0,0,1,6,1
30,1,18,0,41,1,3.4,0,1,22,1
64,1,17,3,62,2,3.2,0,1,45,1
26,1,20,3,41,0,3.4,0,1,50,3
43,1,1,0,64,3,4.3,0,1,50,1
63,1,4,2,72,1,5.0,0,1,39,3
57,1,9,3,78,3,3.5,0,1,50,1
25,1,20,3,47,3,3.1,0,1,27,3
68,1,19,3,46,1,3.9,0,1,38,1
31,1,7,0,43,3,4.0,0,1,37,3
64,1,22,3,58,1,3.5,0,1,50,4
38,1,2,0,32,3,3.6,0,1,40,3
34,1,12,0,45,3,3.0,0,1,3,1
32,1,5,2,35,1,2.6,0,1,45,1
69,1,13,3,21,3,2.9,0,1,8,4
45,1,11,0,64,3,3.1,0,1,7,2
35,1,1,0,88,0,3.3,0,1,13,3
63,1,10,2,48,1,2.9,0,1,29,3
65,1,2,0,36,1,3.9,0,1,7,1
35,1,25,3,28,1,4.7,0,1,50,3
54,1,21,0,80,0,4.4,0,1,33,1
28,1,8,1,23,1,3.6,0,1,30,3
68,1,13,3,24,1,3.2,0,1,40,4
58,1,24,2,22,2,4.0,0,1,49,1
35,1,11,0,21,0,3.5,0,1,32,1
68,1,15,1,51,0,4.6,0,1,18,0
41,1,25,3,65,1,3.3,0,1,50,4
65,1,19,3,51,0,4.0,0,1,13,0
50,1,16,0,32,1,3.4,0,1,1,3
18,1,8,1,70,0,4.2,0,1,16,1
38,1,19,3,77,1,3.9,0,1,6,2
68,1,8,1,90,1,3.9,0,1,21,2
53,1,19,3,36,1,2.8,0,1,36,3
58,1,9,3,77,1,3.7,0,1,20,3
34,1,24,2,78,1,4.9,0,1,8,3
36,1,14,0,69,1,2.6,0,1,22,2
58,1,18,0,63,1,4.9,0,1,3,3
60,1,19,3,36,3,3.4,0,1,46,1
59,1,8,1,80,3,3.9,0,1,42,2
65,1,2,0,35,1,4.0,0,1,1,1
31,1,23,3,93,3,3.0,0,1,29,1
43,1,23,3,25,0,2.6,0,1,14,3
37,1,2,0,81,0,3.2,0,1,4,2
21,1,1,0,42,0,2.6,0,1,41,3
69,1,12,0,36,0,3.2,0,1,4,1
32,1,17,3,66,0,4.1,0,1,47,0
53,1,25,3,37,2,3.9,0,1,44,4
59,1,18,0,45,3,4.1,0,1,37,2
64,1,25,3,86,1,2.7,0,1,21,3
63,1,13,3,24,3,4.6,0,1,46,1
43,1,6,0,22,1,3.5,0,1,1,1
19,1,9,3,53,0,5.0,0,1,35,0
40,1,15,1,41,2,3.4,0,1,49,2
51,1,12,0,64,1,3.1,0,1,47,4
51,1,9,3,40,3,3.4,0,1,24,3
66,1,1,0,33,1,4.0,0,1,28,1
42,1,18,0,59,3,2.7,0,1,22,3
22,1,14,0,73,2,3.6,0,1,20,0
31,1,16,0,22,3,4.0,0,1,25,0
18,1,24,2,73,2,3.8,0,1,15,3
21,1,1,0,62,2,3.4,0,1,49,1
35,1,8,1,56,3,3.2,0,1,10,1
35,1,14,0,90,0,4.7,0,1,21,4
27,1,13,3,44,3,3.1,0,1,34,0
65,1,3,0,35,1,3.3,0,0,41,0
41,1,14,0,71,1,4.8,0,0,30,1
60,1,11,0,52,2,4.5,0,0,24,1
61,1,10,2,37,1,3.4,0,0,6,4
24,1,5,2,95,3,3.7,0,0,14,1
65,1,21,0,97,2,4.9,0,0,37,1
23,1,8,1,57,0,3.5,0,0,37,3
30,1,6,0,93,0,4.6,0,0,28,0
33,1,1,0,48,3,4.6,0,0,43,1
22,1,25,3,75,2,4.2,0,0,25,4
67,1,12,0,70,3,3.7,0,0,4,4
28,1,9,3,26,3,3.0,0,0,13,1
32,1,6,0,73,3,4.6,0,0,32,2
40,1,8,1,30,1,3.2,0,0,1,4
64,1,10,2,61,1,3.5,0,0,4,4
56,1,9,3,75,3,2.6,0,0,33,1
63,1,15,1,88,2,4.9,0,0,45,1
20,1,6,0,67,1,2.7,0,0,20,1
54,1,20,3,95,2,4.7,0,0,1,1
31,1,13,3,69,0,4.0,0,0,7,1
36,1,6,0,87,2,3.5,0,0,48,3
25,1,23,3,41,3,4.8,0,0,46,3
20,1,2,0,67,0,4.0,0,0,34,4
62,1,16,0,70,2,4.1,0,0,36,2
69,1,9,3,41,3,3.8,0,0,44,3
54,1,3,0,83,1,5.0,0,0,48,0
39,1,22,3,22,0,4.0,0,0,12,4
56,1,5,2,20,1,3.9,0,0,19,3
39,1,17,3,29,1,3.4,0,0,49,1
37,1,13,3,87,0,3.0,0,0,25,1
25,1,7,0,81,2,4.9,0,0,25,1
35,1,24,2,58,0,3.2,0,0,1,3
45,1,12,0,83,3,3.8,0,0,19,4
19,1,14,0,59,2,3.8,0,0,7,3
21,1,18,0,93,0,4.7,0,0,19,2
65,1,18,0,87,2,3.8,0,0,9,1
49,1,15,1,22,3,4.6,0,0,37,3
30,1,3,0,71,1,4.4,0,0,15,2
23,1,11,0,69,0,3.4,0,0,30,1
69,1,1,0,47,3,4.7,0,0,30,3
29,1,16,0,50,1,2.9,0,0,16,1
54,1,18,0,96,3,3.4,0,0,14,3
45,1,2,0,39,3,3.2,0,0,8,3
25,1,7,0,84,3,2.8,0,0,40,1
34,1,17,3,28,0,4.3,0,0,24,2
46,1,18,0,51,1,3.3,0,0,14,1
70,1,19,3,20,0,3.3,0,0,39,4
42,1,10,2,72,3,3.3,0,0,21,0
45,1,13,3,33,0,3.0,0,0,32,3
57,1,8,1,28,1,2.8,0,0,45,0
49,1,1,0,53,0,4.0,0,0,19,2
23,1,3,0,48,2,4.3,0,0,1,3
47,1,7,0,21,3,3.8,0,0,12,1
23,1,6,0,22,2,4.2,0,0,26,0
21,1,22,3,87,2,3.1,0,0,12,2
45,1,23,3,50,3,2.6,0,0,36,3
67,1,1,0,85,1,3.4,0,0,22,4
31,1,3,0,98,0,3.1,0,0,16,3
58,1,11,0,34,3,3.6,0,0,31,4
57,1,7,0,61,1,2.6,0,0,43,3
